"Date (UTC)","Timestamp (UTC)","50+ bps decrease","25 bps decrease","No change","25+ bps increase"
"08-14-2025 00:00","1755129602","","","0.34",""
"08-14-2025 00:00","1755129604","","0.58","",""
"08-14-2025 00:00","1755129605","0.068","","",""
"08-14-2025 00:00","1755129607","","","","0.0165"
"08-15-2025 00:00","1755216002","","","","0.0175"
"08-15-2025 00:00","1755216003","0.056","","",""
"08-15-2025 00:00","1755216005","","0.555","",""
"08-15-2025 00:00","1755216006","","","0.365",""
"08-16-2025 00:00","1755302402","0.058","","",""
"08-16-2025 00:00","1755302403","","0.56","0.37",""
"08-16-2025 00:00","1755302407","","","","0.018"
"08-17-2025 00:00","1755388802","0.058","","",""
"08-17-2025 00:00","1755388805","","","","0.0165"
"08-17-2025 00:00","1755388810","","","0.365",""
"08-17-2025 00:00","1755388812","","0.565","",""
"08-18-2025 00:00","1755475204","","0.57","",""
"08-18-2025 00:00","1755475205","","","","0.0145"
"08-18-2025 00:00","1755475207","","","0.365",""
"08-18-2025 00:00","1755475208","0.0565","","",""
"08-19-2025 00:00","1755561605","","","0.365",""
"08-19-2025 00:00","1755561607","0.057","","","0.0145"
"08-19-2025 00:00","1755561616","","0.57","",""
"08-20-2025 00:00","1755648004","0.058","","",""
"08-20-2025 00:00","1755648005","","","0.365",""
"08-20-2025 00:00","1755648007","","","","0.0145"
"08-20-2025 00:00","1755648009","","0.565","",""
"08-21-2025 00:00","1755734403","","0.56","",""
"08-21-2025 00:00","1755734406","","","0.37",""
"08-21-2025 00:00","1755734407","0.059","","",""
"08-21-2025 00:00","1755734408","","","","0.0135"
"08-22-2025 00:00","1755820802","","","0.39",""
"08-22-2025 00:00","1755820803","0.055","","",""
"08-22-2025 00:00","1755820807","","0.53","",""
"08-22-2025 00:00","1755820808","","","","0.0165"
"08-23-2025 00:00","1755907204","","","0.445",""
"08-23-2025 00:00","1755907206","","0.46","","0.0095"
"08-23-2025 00:00","1755907214","0.0525","","",""
"08-24-2025 00:00","1755993602","","","0.425",""
"08-24-2025 00:00","1755993603","","","","0.0095"
"08-24-2025 00:00","1755993606","0.047","","",""
"08-24-2025 00:00","1755993607","","0.505","",""
"08-25-2025 00:00","1756080004","","","","0.0095"
"08-25-2025 00:00","1756080005","0.0415","","",""
"08-25-2025 00:00","1756080006","","","0.45",""
"08-25-2025 00:00","1756080008","","0.5","",""
"08-26-2025 00:00","1756166402","","","","0.0095"
"08-26-2025 00:00","1756166406","","","0.45",""
"08-26-2025 00:00","1756166408","0.0325","","",""
"08-26-2025 00:00","1756166409","","0.5","",""
"08-27-2025 00:00","1756252803","","0.5","","0.0095"
"08-27-2025 00:00","1756252808","","","0.45",""
"08-27-2025 00:00","1756252812","0.0365","","",""
"08-28-2025 00:00","1756339204","","","","0.0095"
"08-28-2025 00:00","1756339206","0.0545","0.485","0.45",""
"08-29-2025 00:00","1756425609","","","","0.0095"
"08-29-2025 00:00","1756425610","","0.485","",""
"08-29-2025 00:00","1756425611","","","0.45",""
"08-29-2025 00:00","1756425615","0.057","","",""
"08-30-2025 00:00","1756512003","","0.46","",""
"08-30-2025 00:00","1756512005","","","","0.0095"
"08-30-2025 00:00","1756512012","0.0665","","0.45",""
"08-31-2025 00:00","1756598409","","0.465","","0.0095"
"08-31-2025 00:00","1756598410","","","0.435",""
"08-31-2025 00:00","1756598412","0.0665","","",""
"09-01-2025 00:00","1756684806","","","0.445",""
"09-01-2025 00:00","1756684809","","0.47","","0.0095"
"09-01-2025 00:00","1756684810","0.0675","","",""
"09-02-2025 00:00","1756771209","0.0665","","","0.0085"
"09-02-2025 00:00","1756771211","","","0.455",""
"09-02-2025 00:00","1756771214","","0.475","",""
"09-03-2025 00:00","1756857602","0.0675","","",""
"09-03-2025 00:00","1756857610","","0.47","",""
"09-03-2025 00:00","1756857612","","","","0.0085"
"09-03-2025 00:00","1756857615","","","0.44",""
"09-04-2025 00:00","1756944003","","0.485","",""
"09-04-2025 00:00","1756944005","","","0.435",""
"09-04-2025 00:00","1756944006","","","","0.0085"
"09-04-2025 00:00","1756944008","0.068","","",""
"09-05-2025 00:00","1757030404","0.068","","",""
"09-05-2025 00:00","1757030409","","","0.455",""
"09-05-2025 00:00","1757030411","","","","0.0085"
"09-05-2025 00:00","1757030412","","0.475","",""
"09-06-2025 00:00","1757116806","","0.58","",""
"09-06-2025 00:00","1757116812","0.065","","",""
"09-06-2025 00:00","1757116817","","","0.36",""
"09-06-2025 00:00","1757116821","","","","0.0085"
"09-07-2025 00:00","1757203204","","","0.425",""
"09-07-2025 00:00","1757203205","0.0595","","",""
"09-07-2025 00:00","1757203212","","","","0.0085"
"09-07-2025 00:00","1757203214","","0.51","",""
"09-08-2025 00:00","1757289611","0.0535","","",""
"09-08-2025 00:00","1757289616","","","","0.0085"
"09-08-2025 00:00","1757289617","","","0.4",""
"09-08-2025 00:00","1757289621","","0.535","",""
"09-09-2025 00:00","1757376010","","0.525","0.42",""
"09-09-2025 00:00","1757376011","0.0535","","","0.0085"
"09-10-2025 00:00","1757462406","","","","0.0095"
"09-10-2025 00:00","1757462413","0.0645","","",""
"09-10-2025 00:00","1757462414","","0.555","0.375",""
"09-11-2025 00:00","1757548802","","","","0.0085"
"09-11-2025 00:00","1757548806","","0.615","",""
"09-11-2025 00:00","1757548810","0.0655","","",""
"09-11-2025 00:00","1757548812","","","0.285",""
"09-12-2025 00:00","1757635203","","","","0.0085"
"09-12-2025 00:00","1757635205","","","0.265",""
"09-12-2025 00:00","1757635211","","0.605","",""
"09-12-2025 00:00","1757635224","0.119","","",""
"09-13-2025 00:00","1757721604","","","","0.0085"
"09-13-2025 00:00","1757721607","","0.61","",""
"09-13-2025 00:00","1757721608","","","0.26",""
"09-13-2025 00:00","1757721613","0.1195","","",""
"09-14-2025 00:00","1757808011","","","0.26",""
"09-14-2025 00:00","1757808015","0.09","","",""
"09-14-2025 00:00","1757808017","","0.635","",""
"09-14-2025 00:00","1757808019","","","","0.0085"
"09-15-2025 00:00","1757894404","","","0.225","0.0085"
"09-15-2025 00:00","1757894405","","0.67","",""
"09-15-2025 00:00","1757894406","0.0875","","",""
"09-16-2025 00:00","1757980802","","","","0.0085"
"09-16-2025 00:00","1757980816","0.095","","",""
"09-16-2025 00:00","1757980823","","","0.22",""
"09-16-2025 00:00","1757980825","","0.675","",""
"09-17-2025 00:00","1758067206","0.0915","","",""
"09-17-2025 00:00","1758067207","","","","0.0085"
"09-17-2025 00:00","1758067213","","","0.195",""
"09-17-2025 00:00","1758067218","","0.705","",""
"09-18-2025 00:00","1758153607","","","","0.0075"
"09-18-2025 00:00","1758153609","0.0735","0.785","0.145",""
"09-19-2025 00:00","1758240004","0.044","","",""
"09-19-2025 00:00","1758240009","","0.835","","0.0065"
"09-19-2025 00:00","1758240015","","","0.115",""
"09-20-2025 00:00","1758326404","","","","0.0055"
"09-20-2025 00:00","1758326409","0.0435","","",""
"09-20-2025 00:00","1758326412","","0.855","",""
"09-20-2025 00:00","1758326418","","","0.105",""
"09-21-2025 00:00","1758412807","","","","0.0055"
"09-21-2025 00:00","1758412808","","0.855","",""
"09-21-2025 00:00","1758412809","0.044","","",""
"09-21-2025 00:00","1758412811","","","0.105",""
"09-22-2025 00:00","1758499211","0.041","","",""
"09-22-2025 00:00","1758499216","","0.855","0.105","0.0055"
"09-23-2025 00:00","1758585604","","","","0.0055"
"09-23-2025 00:00","1758585605","","","0.125",""
"09-23-2025 00:00","1758585609","","0.835","",""
"09-23-2025 00:00","1758585611","0.041","","",""
"09-24-2025 00:00","1758672007","","","0.125",""
"09-24-2025 00:00","1758672008","","","","0.0055"
"09-24-2025 00:00","1758672014","0.0395","","",""
"09-24-2025 00:00","1758672016","","0.825","",""
"09-25-2025 00:00","1758758403","","0.825","",""
"09-25-2025 00:00","1758758404","","","","0.0055"
"09-25-2025 00:00","1758758407","0.0415","","0.135",""
"09-26-2025 00:00","1758844804","","","0.165",""
"09-26-2025 00:00","1758844805","","0.795","",""
"09-26-2025 00:00","1758844811","0.036","","",""
"09-26-2025 00:00","1758844812","","","","0.0055"
"09-27-2025 00:00","1758931203","","","","0.0055"
"09-27-2025 00:00","1758931204","0.0375","","",""
"09-27-2025 00:00","1758931205","","","0.155",""
"09-27-2025 00:00","1758931209","","0.805","",""
"09-28-2025 00:00","1759017606","0.0355","","",""
"09-28-2025 00:00","1759017611","","","","0.0055"
"09-28-2025 00:00","1759017614","","","0.155",""
"09-28-2025 00:00","1759017615","","0.805","",""
"09-29-2025 00:00","1759104005","","0.805","",""
"09-29-2025 00:00","1759104006","","","","0.0055"
"09-29-2025 00:00","1759104007","","","0.155",""
"09-29-2025 00:00","1759104010","0.035","","",""
"09-30-2025 00:00","1759190402","","0.805","0.155",""
"09-30-2025 00:00","1759190405","","","","0.0055"
"09-30-2025 00:00","1759190412","0.0325","","",""
"10-01-2025 00:00","1759276802","","","","0.0055"
"10-01-2025 00:00","1759276805","","","0.105",""
"10-01-2025 00:00","1759276807","0.036","","",""
"10-01-2025 00:00","1759276808","","0.855","",""
"10-02-2025 00:00","1759363207","","","0.055",""
"10-02-2025 00:00","1759363208","","0.905","",""
"10-02-2025 00:00","1759363209","0.037","","","0.0055"
"10-03-2025 00:00","1759449608","","","","0.0055"
"10-03-2025 00:00","1759449610","","0.895","",""
"10-03-2025 00:00","1759449611","0.038","","0.065",""
"10-04-2025 00:00","1759536002","","0.895","",""
"10-04-2025 00:00","1759536003","0.0335","","",""
"10-04-2025 00:00","1759536006","","","","0.0045"
"10-04-2025 00:00","1759536010","","","0.065",""
"10-05-2025 00:00","1759622403","0.036","","",""
"10-05-2025 00:00","1759622407","","0.895","0.065","0.0045"
"10-06-2025 00:00","1759708803","0.0325","0.895","","0.0045"
"10-06-2025 00:00","1759708805","","","0.075",""
"10-07-2025 00:00","1759795205","0.0285","","",""
"10-07-2025 00:00","1759795209","","","0.075",""
"10-07-2025 00:00","1759795210","","0.895","",""
"10-07-2025 00:00","1759795212","","","","0.0045"
"10-08-2025 00:00","1759881606","0.0285","","",""
"10-08-2025 00:00","1759881610","","0.885","",""
"10-08-2025 00:00","1759881613","","","","0.0035"
"10-08-2025 00:00","1759881614","","","0.085",""
"10-09-2025 00:00","1759968006","","0.895","",""
"10-09-2025 00:00","1759968007","","","0.085",""
"10-09-2025 00:00","1759968009","","","","0.0035"
"10-09-2025 00:00","1759968013","0.0235","","",""
"10-10-2025 00:00","1760054403","","","","0.0025"
"10-10-2025 00:00","1760054408","","","0.075",""
"10-10-2025 00:00","1760054409","","0.905","",""
"10-10-2025 00:00","1760054418","0.022","","",""
"10-11-2025 00:00","1760140803","0.031","","",""
"10-11-2025 00:00","1760140804","","","0.065",""
"10-11-2025 00:00","1760140807","","0.905","",""
"10-11-2025 00:00","1760140809","","","","0.0025"
"10-12-2025 00:00","1760227206","","","0.055","0.0025"
"10-12-2025 00:00","1760227207","0.0385","","",""
"10-12-2025 00:00","1760227209","","0.905","",""
"10-13-2025 00:00","1760313604","0.031","","",""
"10-13-2025 00:00","1760313612","","0.915","",""
"10-13-2025 00:00","1760313615","","","","0.0025"
"10-13-2025 00:00","1760313616","","","0.055",""
"10-14-2025 00:00","1760400003","","","0.055",""
"10-14-2025 00:00","1760400016","0.0295","0.915","","0.0025"
"10-15-2025 00:00","1760486403","","","","0.0025"
"10-15-2025 00:00","1760486407","0.024","","",""
"10-15-2025 00:00","1760486410","","0.935","",""
"10-15-2025 00:00","1760486413","","","0.045",""
"10-16-2025 00:00","1760572810","0.02","","",""
"10-16-2025 00:00","1760572817","","","0.0315",""
"10-16-2025 00:00","1760572819","","","","0.0025"
"10-16-2025 00:00","1760572821","","0.945","",""
"10-17-2025 00:00","1760659208","","","0.0275",""
"10-17-2025 00:00","1760659210","0.038","","",""
"10-17-2025 00:00","1760659213","","0.935","","0.0025"
"10-18-2025 00:00","1760745610","0.0295","0.945","",""
"10-18-2025 00:00","1760745618","","","0.0245","0.0025"
"10-19-2025 00:00","1760832005","","0.945","",""
"10-19-2025 00:00","1760832008","","","","0.0025"
"10-19-2025 00:00","1760832015","","","0.0265",""
"10-19-2025 00:00","1760832021","0.027","","",""
"10-20-2025 00:00","1760918408","","","","0.0025"
"10-20-2025 00:00","1760918410","0.0255","","",""
"10-20-2025 00:00","1760918420","","0.945","",""
"10-20-2025 00:00","1760918421","","","0.026",""
"10-21-2025 00:00","1761004811","","0.955","",""
"10-21-2025 00:00","1761004812","","","0.0235",""
"10-21-2025 00:00","1761004817","","","","0.0025"
"10-21-2025 00:00","1761004819","0.019","","",""
"10-22-2025 00:00","1761091210","0.017","","",""
"10-22-2025 00:00","1761091216","","0.96","",""
"10-22-2025 00:00","1761091223","","","0.0225",""
"10-22-2025 00:00","1761091227","","","","0.0015"
"10-23-2025 00:00","1761177607","0.0145","","",""
"10-23-2025 00:00","1761177609","","0.9605","",""
"10-23-2025 00:00","1761177612","","","0.0235",""
"10-23-2025 00:00","1761177613","","","","0.0015"
"10-24-2025 00:00","1761264009","0.015","","",""
"10-24-2025 00:00","1761264013","","0.962","",""
"10-24-2025 00:00","1761264019","","","0.0225",""
"10-24-2025 00:00","1761264023","","","","0.0015"
"10-24-2025 14:39","1761316744","0.014","","",""
"10-24-2025 14:39","1761316745","","0.9715","",""
"10-24-2025 14:39","1761316746","","","0.012",""
"10-24-2025 14:39","1761316747","","","","0.0015"
