"Date (UTC)","Timestamp (UTC)","50+ bps decrease","25 bps decrease","No change","25+ bps increase"
"03-08-2025 00:00","1741392005","0.041","0.33","0.61","0.011"
"03-09-2025 00:00","1741478405","0.029","0.35","0.575","0.011"
"03-10-2025 00:00","1741564804","0.0295","0.355","0.61","0.0105"
"03-11-2025 00:00","1741651205","0.0555","0.515","0.41","0.0095"
"03-12-2025 00:00","1741737605","0.058","0.375","0.54","0.0095"
"03-13-2025 00:00","1741824006","0.044","0.31","0.64","0.0075"
"03-14-2025 00:00","1741910405","0.0405","0.345","0.6","0.006"
"03-15-2025 00:00","1741996804","0.036","0.295","0.67","0.0055"
"03-16-2025 00:00","1742083204","0.0295","0.28","0.69","0.0055"
"03-17-2025 00:00","1742169604","0.0295","0.285","0.685","0.0055"
"03-18-2025 00:00","1742256005","0.0335","0.19","0.715","0.0055"
"03-19-2025 00:00","1742342405","0.0335","0.205","0.765","0.0045"
"03-20-2025 00:00","1742428805","0.0125","0.175","0.815","0.007"
"03-21-2025 00:00","1742515205","0.014","0.155","0.835","0.0055"
"03-22-2025 00:00","1742601606","0.012","0.165","0.825","0.0055"
"03-23-2025 00:00","1742688006","0.013","0.155","0.825","0.0055"
"03-24-2025 00:00","1742774405","0.0125","0.145","0.845","0.0055"
"03-25-2025 00:00","1742860806","0.0125","0.115","0.875","0.0055"
"03-26-2025 00:00","1742947205","0.013","0.105","0.885","0.0045"
"03-27-2025 00:00","1743033606","0.021","0.125","0.855","0.0045"
"03-28-2025 00:00","1743120006","0.0165","0.135","0.855","0.0045"
"03-29-2025 00:00","1743206406","0.019","0.145","0.835","0.0045"
"03-30-2025 00:00","1743292806","0.0175","0.15","0.83","0.0045"
"03-31-2025 00:00","1743379205","0.0165","0.155","0.825","0.0045"
"04-01-2025 00:00","1743465605","0.02","0.135","0.835","0.0045"
"04-02-2025 00:00","1743552006","0.0175","0.14","0.84","0.0045"
"04-03-2025 00:00","1743638405","0.0245","0.215","0.765","0.0035"
"04-04-2025 00:00","1743724805","0.0215","0.225","0.755","0.0035"
"04-05-2025 00:00","1743811205","0.039","0.235","0.69","0.0035"
"04-06-2025 00:00","1743897605","0.042","0.195","0.745","0.0035"
"04-07-2025 00:00","1743984006","0.043","0.355","0.595","0.0035"
"04-08-2025 00:00","1744070406","0.0395","0.235","0.725","0.0045"
"04-09-2025 00:00","1744156806","0.0455","0.285","0.675","0.0045"
"04-10-2025 00:00","1744243205","0.0295","0.115","0.855","0.007"
"04-11-2025 00:00","1744329605","0.0465","0.195","0.725","0.0075"
"04-12-2025 00:00","1744416006","0.041","0.19","0.765","0.0065"
"04-13-2025 00:00","1744502405","0.0335","0.16","0.805","0.0055"
"04-14-2025 00:00","1744588805","0.033","0.165","0.79","0.0055"
"04-15-2025 00:00","1744675205","0.0295","0.145","0.815","0.0055"
"04-16-2025 00:00","1744761605","0.0245","0.135","0.83","0.0055"
"04-17-2025 00:00","1744848006","0.0195","0.095","0.875","0.0055"
"04-18-2025 00:00","1744934404","0.016","0.09","0.895","0.0055"
"04-19-2025 00:00","1745020806","0.0165","0.085","0.895","0.0055"
"04-20-2025 00:00","1745107206","0.015","0.075","0.9","0.007"
"04-21-2025 00:00","1745193606","0.015","0.075","0.905","0.0065"
"04-22-2025 00:00","1745280006","0.014","0.085","0.905","0.0065"
"04-23-2025 00:00","1745366407","0.0135","0.07","0.905","0.0055"
"04-24-2025 00:00","1745452806","0.0115","0.075","0.905","0.0055"
"04-25-2025 00:00","1745539206","0.011","0.075","0.915","0.0055"
"04-26-2025 00:00","1745625606","0.0105","0.085","0.905","0.0055"
"04-27-2025 00:00","1745712005","0.0125","0.105","0.885","0.0055"
"04-28-2025 00:00","1745798405","0.0115","0.095","0.895","0.0055"
"04-29-2025 00:00","1745884805","0.011","0.085","0.895","0.0065"
"04-30-2025 00:00","1745971206","0.009","0.095","0.895","0.0035"
"05-01-2025 00:00","1746057606","0.007","0.065","0.925","0.0025"
"05-02-2025 00:00","1746144006","0.0045","0.0445","0.955","0.0015"
"05-03-2025 00:00","1746230406","0.0025","0.009","0.989","0.0015"
"05-04-2025 00:00","1746316805","0.0015","0.017","0.981","0.0005"
"05-05-2025 00:00","1746403205","0.0005","0.0215","0.9785","0.0005"
"05-06-2025 00:00","1746489606","0.0015","0.0195","0.9795","0.0005"
"05-07-2025 00:00","1746576005","0.002","0.021","0.9785","0.0005"
