"Date (UTC)","Timestamp (UTC)","50+ bps decrease","25 bps decrease","No change","25+ bps increase"
"05-07-2025 00:00","1746576005","0.056","0.42","0.51","0.024"
"05-08-2025 00:00","1746662406","0.0615","0.44","0.48","0.0255"
"05-09-2025 00:00","1746748807","0.0615","0.415","0.51","0.024"
"05-10-2025 00:00","1746835206","0.0555","0.315","0.615","0.019"
"05-11-2025 00:00","1746921606","0.0555","0.255","0.675","0.018"
"05-12-2025 00:00","1747008006","0.056","0.29","0.63","0.017"
"05-13-2025 00:00","1747094406","0.0315","0.23","0.72","0.018"
"05-14-2025 00:00","1747180807","0.0395","0.245","0.705","0.019"
"05-15-2025 00:00","1747267207","0.0365","0.245","0.705","0.018"
"05-16-2025 00:00","1747353606","0.0345","0.245","0.71","0.0155"
"05-17-2025 00:00","1747440007","0.0355","0.235","0.72","0.016"
"05-18-2025 00:00","1747526406","0.038","0.235","0.72","0.015"
"05-19-2025 00:00","1747612806","0.031","0.215","0.725","0.0115"
"05-20-2025 00:00","1747699206","0.042","0.215","0.735","0.013"
"05-21-2025 00:00","1747785606","0.0505","0.185","0.75","0.014"
"05-22-2025 00:00","1747872007","0.0375","0.175","0.775","0.022"
"05-23-2025 00:00","1747958407","0.033","0.185","0.775","0.017"
"05-24-2025 00:00","1748044807","0.032","0.18","0.78","0.017"
"05-25-2025 00:00","1748131206","0.031","0.175","0.785","0.017"
"05-26-2025 00:00","1748217607","0.028","0.165","0.795","0.0165"
"05-27-2025 00:00","1748304006","0.0305","0.155","0.8","0.0165"
"05-28-2025 00:00","1748390406","0.0235","0.16","0.79","0.015"
"05-29-2025 00:00","1748476807","0.0265","0.155","0.815","0.0145"
"05-30-2025 00:00","1748563207","0.0295","0.18","0.79","0.014"
"05-31-2025 00:00","1748649607","0.0235","0.185","0.785","0.0105"
"06-01-2025 00:00","1748736007","0.024","0.165","0.79","0.011"
"06-02-2025 00:00","1748822406","0.023","0.165","0.8","0.012"
"06-03-2025 00:00","1748908807","0.019","0.145","0.83","0.013"
"06-04-2025 00:00","1748995206","0.0165","0.13","0.85","0.0075"
"06-05-2025 00:00","1749081606","0.015","0.205","0.785","0.0065"
"06-06-2025 00:00","1749168006","0.012","0.215","0.77","0.0065"
"06-07-2025 00:00","1749254407","0.0125","0.095","0.875","0.0085"
"06-08-2025 00:00","1749340807","0.013","0.1","0.88","0.0085"
"06-09-2025 00:00","1749427207","0.0135","0.105","0.875","0.0075"
"06-10-2025 00:00","1749513606","0.0135","0.09","0.885","0.008"
"06-11-2025 00:00","1749600007","0.013","0.12","0.865","0.0075"
"06-12-2025 00:00","1749686407","0.011","0.14","0.84","0.0075"
"06-13-2025 00:00","1749772807","0.012","0.23","0.765","0.0065"
"06-14-2025 00:00","1749859208","0.014","0.165","0.815","0.0065"
"06-15-2025 00:00","1749945608","0.017","0.18","0.8","0.0065"
"06-16-2025 00:00","1750032007","0.0145","0.155","0.835","0.0065"
"06-17-2025 00:00","1750118408","0.017","0.11","0.865","0.007"
"06-18-2025 00:00","1750204808","0.0395","0.18","0.775","0.0085"
"06-19-2025 00:00","1750291207","0.008","0.06","0.93","0.0065"
"06-20-2025 00:00","1750377608","0.011","0.055","0.925","0.0065"
"06-21-2025 00:00","1750464008","0.011","0.125","0.865","0.0065"
"06-22-2025 00:00","1750550406","0.0095","0.115","0.875","0.0065"
"06-23-2025 00:00","1750636807","0.015","0.125","0.865","0.0055"
"06-24-2025 00:00","1750723207","0.0135","0.205","0.77","0.0065"
"06-25-2025 00:00","1750809607","0.0205","0.165","0.805","0.0045"
"06-26-2025 00:00","1750896008","0.0175","0.235","0.745","0.0055"
"06-27-2025 00:00","1750982407","0.0175","0.21","0.765","0.0055"
"06-28-2025 00:00","1751068807","0.017","0.16","0.815","0.0055"
"06-29-2025 00:00","1751155208","0.019","0.155","0.825","0.0055"
"06-30-2025 00:00","1751241607","0.0175","0.165","0.815","0.0065"
"07-01-2025 00:00","1751328008","0.0165","0.175","0.805","0.0065"
"07-02-2025 00:00","1751414407","0.0115","0.165","0.825","0.0045"
"07-03-2025 00:00","1751500808","0.018","0.195","0.775","0.0055"
"07-04-2025 00:00","1751587208","0.008","0.055","0.935","0.0045"
"07-05-2025 00:00","1751673608","0.0085","0.055","0.925","0.0035"
"07-06-2025 00:00","1751760007","0.0085","0.055","0.935","0.0025"
"07-07-2025 00:00","1751846407","0.008","0.055","0.935","0.0025"
"07-08-2025 00:00","1751932808","0.0085","0.045","0.935","0.0035"
"07-09-2025 00:00","1752019207","0.0085","0.045","0.935","0.0035"
"07-10-2025 00:00","1752105608","0.0115","0.0435","0.945","0.0025"
"07-11-2025 00:00","1752192008","0.0105","0.0475","0.945","0.0035"
"07-12-2025 00:00","1752278409","0.016","0.0515","0.935","0.0035"
"07-13-2025 00:00","1752364808","0.0205","0.044","0.935","0.0035"
"07-14-2025 00:00","1752451207","0.0195","0.046","0.935","0.0035"
"07-15-2025 00:00","1752537608","0.015","0.053","0.935","0.0035"
"07-16-2025 00:00","1752624008","0.009","0.0285","0.961","0.0035"
"07-17-2025 00:00","1752710408","0.0115","0.0275","0.961","0.0025"
"07-18-2025 00:00","1752796808","0.0085","0.038","0.9495","0.0025"
"07-19-2025 00:00","1752883209","0.0075","0.0345","0.9555","0.0025"
"07-20-2025 00:00","1752969608","0.0075","0.0335","0.9565","0.0025"
"07-21-2025 00:00","1753056007","0.0075","0.035","0.956","0.0015"
"07-22-2025 00:00","1753142409","0.0065","0.0395","0.9535","0.0015"
"07-23-2025 00:00","1753228809","0.0065","0.0385","0.9555","0.0015"
"07-24-2025 00:00","1753315209","0.0065","0.0305","0.962","0.0015"
"07-25-2025 00:00","1753401609","0.01","0.0285","0.9635","0.0005"
"07-26-2025 00:00","1753488009","0.0075","0.0335","0.9595","0.0005"
"07-27-2025 00:00","1753574410","0.0095","0.038","0.9515","0.0005"
"07-28-2025 00:00","1753660809","0.009","0.042","0.9505","0.0005"
"07-29-2025 00:00","1753747210","0.0045","0.0325","0.9635","0.0005"
"07-30-2025 00:00","1753833610","0.0025","0.0175","0.9815","0.0005"
