"Date (UTC)","Timestamp (UTC)","50+ bps decrease","25 bps decrease","No change","25+ bps increase"
"08-15-2025 00:00","1755216008","","","0.305",""
"08-15-2025 00:00","1755216012","","","","0.018"
"08-16-2025 00:00","1755302403","0.065","","",""
"08-16-2025 00:00","1755302404","","0.62","",""
"08-16-2025 00:00","1755302405","","","0.31",""
"08-16-2025 00:00","1755302410","","","","0.0165"
"08-17-2025 00:00","1755388804","0.065","","",""
"08-17-2025 00:00","1755388810","","","","0.0185"
"08-17-2025 00:00","1755388814","","0.615","0.31",""
"08-18-2025 00:00","1755475203","","","0.31",""
"08-18-2025 00:00","1755475205","","0.615","","0.0185"
"08-18-2025 00:00","1755475209","0.065","","",""
"08-19-2025 00:00","1755561610","0.065","","",""
"08-19-2025 00:00","1755561611","","0.595","0.315",""
"08-19-2025 00:00","1755561613","","","","0.018"
"08-20-2025 00:00","1755648005","0.06","","",""
"08-20-2025 00:00","1755648006","","0.595","","0.018"
"08-20-2025 00:00","1755648008","","","0.315",""
"08-21-2025 00:00","1755734404","","0.595","0.325","0.0155"
"08-21-2025 00:00","1755734409","0.06","","",""
"08-22-2025 00:00","1755820805","0.06","","0.32",""
"08-22-2025 00:00","1755820806","","0.595","","0.0235"
"08-23-2025 00:00","1755907206","0.065","","",""
"08-23-2025 00:00","1755907210","","0.7","",""
"08-23-2025 00:00","1755907211","","","0.23",""
"08-23-2025 00:00","1755907214","","","","0.014"
"08-24-2025 00:00","1755993604","","0.62","",""
"08-24-2025 00:00","1755993607","","","","0.0135"
"08-24-2025 00:00","1755993609","0.06","","0.29",""
"08-25-2025 00:00","1756080005","","","0.31",""
"08-25-2025 00:00","1756080008","","","","0.0145"
"08-25-2025 00:00","1756080009","0.06","","",""
"08-25-2025 00:00","1756080014","","0.585","",""
"08-26-2025 00:00","1756166406","","","","0.0135"
"08-26-2025 00:00","1756166408","0.06","","",""
"08-26-2025 00:00","1756166409","","0.595","",""
"08-26-2025 00:00","1756166410","","","0.33",""
"08-27-2025 00:00","1756252802","","","","0.0155"
"08-27-2025 00:00","1756252806","","","0.32",""
"08-27-2025 00:00","1756252809","","0.61","",""
"08-27-2025 00:00","1756252810","0.065","","",""
"08-28-2025 00:00","1756339204","0.065","","",""
"08-28-2025 00:00","1756339206","","","0.32",""
"08-28-2025 00:00","1756339208","","0.61","",""
"08-28-2025 00:00","1756339210","","","","0.0145"
"08-29-2025 00:00","1756425608","","0.61","",""
"08-29-2025 00:00","1756425611","","","","0.0145"
"08-29-2025 00:00","1756425617","0.065","","0.315",""
"08-30-2025 00:00","1756512003","0.055","","",""
"08-30-2025 00:00","1756512006","","0.625","",""
"08-30-2025 00:00","1756512007","","","0.315",""
"08-30-2025 00:00","1756512012","","","","0.0145"
"08-31-2025 00:00","1756598407","","","","0.015"
"08-31-2025 00:00","1756598414","","","0.32",""
"08-31-2025 00:00","1756598417","0.055","","",""
"08-31-2025 00:00","1756598418","","0.62","",""
"09-01-2025 00:00","1756684804","","","","0.015"
"09-01-2025 00:00","1756684806","","","0.315",""
"09-01-2025 00:00","1756684808","0.055","","",""
"09-01-2025 00:00","1756684811","","0.625","",""
"09-02-2025 00:00","1756771203","","","","0.015"
"09-02-2025 00:00","1756771211","","","0.32",""
"09-02-2025 00:00","1756771213","0.055","","",""
"09-02-2025 00:00","1756771218","","0.62","",""
"09-03-2025 00:00","1756857606","","","","0.0145"
"09-03-2025 00:00","1756857607","0.055","","",""
"09-03-2025 00:00","1756857608","","0.615","0.325",""
"09-04-2025 00:00","1756944005","","","0.325",""
"09-04-2025 00:00","1756944013","0.055","","",""
"09-04-2025 00:00","1756944015","","","","0.0155"
"09-04-2025 00:00","1756944016","","0.615","",""
"09-05-2025 00:00","1757030406","","","","0.0165"
"09-05-2025 00:00","1757030407","","0.585","",""
"09-05-2025 00:00","1757030408","0.065","","",""
"09-05-2025 00:00","1757030409","","","0.345",""
"09-06-2025 00:00","1757116809","","0.64","",""
"09-06-2025 00:00","1757116812","0.06","","",""
"09-06-2025 00:00","1757116813","","","0.3",""
"09-06-2025 00:00","1757116822","","","","0.0075"
"09-07-2025 00:00","1757203206","","0.615","",""
"09-07-2025 00:00","1757203209","0.05","","",""
"09-07-2025 00:00","1757203210","","","0.32",""
"09-07-2025 00:00","1757203213","","","","0.007"
"09-08-2025 00:00","1757289602","","0.61","",""
"09-08-2025 00:00","1757289612","0.065","","",""
"09-08-2025 00:00","1757289615","","","","0.0115"
"09-08-2025 00:00","1757289617","","","0.305",""
"09-09-2025 00:00","1757376003","","0.61","",""
"09-09-2025 00:00","1757376009","0.065","","0.315",""
"09-09-2025 00:00","1757376017","","","","0.011"
"09-10-2025 00:00","1757462404","","0.61","",""
"09-10-2025 00:00","1757462411","","","","0.0095"
"09-10-2025 00:00","1757462413","0.065","","0.32",""
"09-11-2025 00:00","1757548808","","","","0.0095"
"09-11-2025 00:00","1757548809","","0.575","0.32",""
"09-11-2025 00:00","1757548812","0.065","","",""
"09-12-2025 00:00","1757635223","","","","0.0075"
"09-12-2025 00:00","1757635224","0.09","","",""
"09-12-2025 00:00","1757635227","","0.585","",""
"09-12-2025 00:00","1757635229","","","0.32",""
"09-13-2025 00:00","1757721609","","","0.32",""
"09-13-2025 00:00","1757721610","0.095","","","0.0075"
"09-13-2025 00:00","1757721612","","0.595","",""
"09-14-2025 00:00","1757808003","","","0.32",""
"09-14-2025 00:00","1757808006","","","","0.007"
"09-14-2025 00:00","1757808007","0.1","0.59","",""
"09-15-2025 00:00","1757894403","","","0.305",""
"09-15-2025 00:00","1757894405","0.105","","",""
"09-15-2025 00:00","1757894406","","","","0.0065"
"09-15-2025 00:00","1757894414","","0.595","",""
"09-16-2025 00:00","1757980802","","","0.31",""
"09-16-2025 00:00","1757980805","0.095","","",""
"09-16-2025 00:00","1757980810","","0.595","",""
"09-16-2025 00:00","1757980821","","","","0.0075"
"09-17-2025 00:00","1758067210","","","0.29",""
"09-17-2025 00:00","1758067213","0.07","","","0.01"
"09-17-2025 00:00","1758067216","","0.635","",""
"09-18-2025 00:00","1758153606","","","","0.013"
"09-18-2025 00:00","1758153610","","0.685","",""
"09-18-2025 00:00","1758153612","","","0.255",""
"09-18-2025 00:00","1758153615","0.06","","",""
"09-19-2025 00:00","1758240009","0.06","","",""
"09-19-2025 00:00","1758240010","","","0.215",""
"09-19-2025 00:00","1758240016","","0.72","",""
"09-19-2025 00:00","1758240018","","","","0.0095"
"09-20-2025 00:00","1758326405","","0.745","",""
"09-20-2025 00:00","1758326407","","","0.195",""
"09-20-2025 00:00","1758326409","","","","0.0095"
"09-20-2025 00:00","1758326419","0.065","","",""
"09-21-2025 00:00","1758412803","","","","0.009"
"09-21-2025 00:00","1758412805","","0.74","0.195",""
"09-21-2025 00:00","1758412807","0.065","","",""
"09-22-2025 00:00","1758499202","0.065","","",""
"09-22-2025 00:00","1758499214","","0.735","",""
"09-22-2025 00:00","1758499215","","","0.2",""
"09-22-2025 00:00","1758499216","","","","0.009"
"09-23-2025 00:00","1758585604","","","0.205",""
"09-23-2025 00:00","1758585605","","","","0.0085"
"09-23-2025 00:00","1758585606","","0.725","",""
"09-23-2025 00:00","1758585608","0.075","","",""
"09-24-2025 00:00","1758672006","","0.725","0.21",""
"09-24-2025 00:00","1758672011","","","","0.0095"
"09-24-2025 00:00","1758672019","0.065","","",""
"09-25-2025 00:00","1758758402","","0.725","","0.0095"
"09-25-2025 00:00","1758758408","0.065","","0.215",""
"09-26-2025 00:00","1758844805","","0.68","",""
"09-26-2025 00:00","1758844808","0.055","","","0.0095"
"09-26-2025 00:00","1758844813","","","0.26",""
"09-27-2025 00:00","1758931207","","","0.285",""
"09-27-2025 00:00","1758931209","","0.64","",""
"09-27-2025 00:00","1758931210","","","","0.0095"
"09-27-2025 00:00","1758931211","0.055","","",""
"09-28-2025 00:00","1759017605","","","0.275",""
"09-28-2025 00:00","1759017608","0.055","0.655","",""
"09-28-2025 00:00","1759017611","","","","0.0095"
"09-29-2025 00:00","1759104003","0.055","","",""
"09-29-2025 00:00","1759104007","","0.66","",""
"09-29-2025 00:00","1759104008","","","","0.0095"
"09-29-2025 00:00","1759104009","","","0.275",""
"09-30-2025 00:00","1759190402","","","","0.0095"
"09-30-2025 00:00","1759190405","0.065","","",""
"09-30-2025 00:00","1759190407","","","0.275",""
"09-30-2025 00:00","1759190410","","0.655","",""
"10-01-2025 00:00","1759276804","0.065","0.675","",""
"10-01-2025 00:00","1759276805","","","","0.0095"
"10-01-2025 00:00","1759276806","","","0.25",""
"10-02-2025 00:00","1759363202","","","","0.0095"
"10-02-2025 00:00","1759363207","0.055","","",""
"10-02-2025 00:00","1759363209","","","0.235",""
"10-02-2025 00:00","1759363210","","0.71","",""
"10-03-2025 00:00","1759449602","","0.745","0.205",""
"10-03-2025 00:00","1759449609","","","","0.0095"
"10-03-2025 00:00","1759449610","0.055","","",""
"10-04-2025 00:00","1759536005","0.045","","",""
"10-04-2025 00:00","1759536007","","","0.21","0.0095"
"10-04-2025 00:00","1759536011","","0.745","",""
"10-05-2025 00:00","1759622404","0.05","","",""
"10-05-2025 00:00","1759622406","","","","0.0095"
"10-05-2025 00:00","1759622407","","","0.21",""
"10-05-2025 00:00","1759622408","","0.745","",""
"10-06-2025 00:00","1759708802","","","0.21",""
"10-06-2025 00:00","1759708803","0.05","","",""
"10-06-2025 00:00","1759708804","","0.745","",""
"10-06-2025 00:00","1759708806","","","","0.0095"
"10-07-2025 00:00","1759795202","0.055","","",""
"10-07-2025 00:00","1759795206","","","","0.0095"
"10-07-2025 00:00","1759795208","","0.745","",""
"10-07-2025 00:00","1759795211","","","0.205",""
"10-08-2025 00:00","1759881605","0.065","","",""
"10-08-2025 00:00","1759881612","","0.705","",""
"10-08-2025 00:00","1759881613","","","0.22",""
"10-08-2025 00:00","1759881615","","","","0.0095"
"10-09-2025 00:00","1759968011","","0.715","0.22",""
"10-09-2025 00:00","1759968012","0.07","","",""
"10-09-2025 00:00","1759968013","","","","0.0095"
"10-10-2025 00:00","1760054412","0.07","","",""
"10-10-2025 00:00","1760054414","","0.705","0.22",""
"10-10-2025 00:00","1760054415","","","","0.0095"
"10-11-2025 00:00","1760140803","","","0.21",""
"10-11-2025 00:00","1760140806","","0.73","",""
"10-11-2025 00:00","1760140810","","","","0.0095"
"10-11-2025 00:00","1760140811","0.07","","",""
"10-12-2025 00:00","1760227202","0.065","","",""
"10-12-2025 00:00","1760227204","","","0.205","0.0095"
"10-12-2025 00:00","1760227218","","0.735","",""
"10-13-2025 00:00","1760313607","0.065","","",""
"10-13-2025 00:00","1760313609","","","","0.0095"
"10-13-2025 00:00","1760313611","","0.735","",""
"10-13-2025 00:00","1760313618","","","0.205",""
"10-14-2025 00:00","1760400009","","0.745","",""
"10-14-2025 00:00","1760400012","","","","0.0095"
"10-14-2025 00:00","1760400018","","","0.195",""
"10-14-2025 00:00","1760400019","0.065","","",""
"10-15-2025 00:00","1760486409","","","","0.0095"
"10-15-2025 00:00","1760486412","","0.775","",""
"10-15-2025 00:00","1760486413","0.055","","0.17",""
"10-16-2025 00:00","1760572803","","","","0.0095"
"10-16-2025 00:00","1760572813","","0.815","",""
"10-16-2025 00:00","1760572815","","","0.135",""
"10-16-2025 00:00","1760572819","0.05","","",""
"10-17-2025 00:00","1760659203","","","","0.0095"
"10-17-2025 00:00","1760659204","","","0.105",""
"10-17-2025 00:00","1760659210","0.075","","",""
"10-17-2025 00:00","1760659214","","0.825","",""
"10-18-2025 00:00","1760745614","","","0.09",""
"10-18-2025 00:00","1760745615","","","","0.0095"
"10-18-2025 00:00","1760745618","","0.815","",""
"10-18-2025 00:00","1760745622","0.095","","",""
"10-19-2025 00:00","1760832006","","0.815","",""
"10-19-2025 00:00","1760832008","","","","0.0095"
"10-19-2025 00:00","1760832014","","","0.085",""
"10-19-2025 00:00","1760832015","0.095","","",""
"10-20-2025 00:00","1760918416","0.06","","",""
"10-20-2025 00:00","1760918418","","","0.085",""
"10-20-2025 00:00","1760918421","","","","0.0095"
"10-20-2025 00:00","1760918423","","0.83","",""
"10-21-2025 00:00","1761004806","0.06","","",""
"10-21-2025 00:00","1761004808","","","0.1",""
"10-21-2025 00:00","1761004812","","","","0.0095"
"10-21-2025 00:00","1761004814","","0.83","",""
"10-22-2025 00:00","1761091207","","","","0.0095"
"10-22-2025 00:00","1761091217","","0.845","",""
"10-22-2025 00:00","1761091218","0.06","","",""
"10-22-2025 00:00","1761091223","","","0.09",""
"10-23-2025 00:00","1761177606","","","","0.0095"
"10-23-2025 00:00","1761177610","0.055","0.85","",""
"10-23-2025 00:00","1761177612","","","0.095",""
"10-24-2025 00:00","1761264007","","","","0.0095"
"10-24-2025 00:00","1761264014","","0.825","",""
"10-24-2025 00:00","1761264015","0.06","","",""
"10-24-2025 00:00","1761264019","","","0.12",""
"10-25-2025 00:00","1761350407","","","","0.0095"
"10-25-2025 00:00","1761350414","0.055","0.845","",""
"10-25-2025 00:00","1761350418","","","0.105",""
"10-26-2025 00:00","1761436807","","","","0.0095"
"10-26-2025 00:00","1761436815","","0.855","",""
"10-26-2025 00:00","1761436816","0.045","","",""
"10-26-2025 00:00","1761436821","","","0.095",""
"10-27-2025 00:00","1761523207","","","","0.0095"
"10-27-2025 00:00","1761523214","","0.865","",""
"10-27-2025 00:00","1761523215","0.045","","",""
"10-27-2025 00:00","1761523218","","","0.085",""
"10-28-2025 00:00","1761609607","","","","0.0095"
"10-28-2025 00:00","1761609617","","0.9","",""
"10-28-2025 00:00","1761609618","0.045","","",""
"10-28-2025 00:00","1761609623","","","0.06",""
"10-29-2025 00:00","1761696007","","","","0.0095"
"10-29-2025 00:00","1761696016","","0.84","",""
"10-29-2025 00:00","1761696017","0.0345","","",""
"10-29-2025 00:00","1761696022","","","0.115",""
"10-30-2025 00:00","1761782407","","","","0.0085"
"10-30-2025 00:00","1761782417","0.0205","0.685","",""
"10-30-2025 00:00","1761782422","","","0.295",""
"10-31-2025 00:00","1761868806","","","","0.0105"
"10-31-2025 00:00","1761868811","0.035","0.705","",""
"10-31-2025 00:00","1761868814","","","0.255",""
"11-01-2025 00:00","1761955207","","","","0.0125"
"11-01-2025 00:00","1761955216","0.023","0.645","",""
"11-01-2025 00:00","1761955222","","","0.325",""
"11-02-2025 00:00","1762041607","","","","0.0125"
"11-02-2025 00:00","1762041613","","0.665","",""
"11-02-2025 00:00","1762041614","0.023","","",""
"11-02-2025 00:00","1762041617","","","0.305",""
"11-03-2025 00:00","1762128005","","","","0.0115"
"11-03-2025 00:00","1762128014","","0.675","",""
"11-03-2025 00:00","1762128015","0.027","","",""
"11-03-2025 00:00","1762128020","","","0.295",""
"11-04-2025 00:00","1762214407","","","","0.0115"
"11-04-2025 00:00","1762214415","","0.665","",""
"11-04-2025 00:00","1762214416","0.025","","",""
"11-04-2025 00:00","1762214420","","","0.305",""
"11-05-2025 00:00","1762300807","","","","0.0115"
"11-05-2025 00:00","1762300816","","0.685","",""
"11-05-2025 00:00","1762300817","0.029","","",""
"11-05-2025 00:00","1762300822","","","0.275",""
"11-06-2025 00:00","1762387204","","","","0.0115"
"11-06-2025 00:00","1762387210","0.0185","0.645","",""
"11-06-2025 00:00","1762387214","","","0.325",""
"11-06-2025 17:43","1762450984","","","","0.0125"
"11-06-2025 17:43","1762450985","","0.715","",""
"11-06-2025 17:43","1762450986","0.0225","","0.255",""
